time,open,high,low,close,Volume,Volume MA
1628442000,43720,43910,43519.51,43674.82,2900.629779,3067.838542200011
1628445600,43674.81,43923.5,43396.35,43627.13,2277.095947,3076.9689440000116
1628449200,43619.54,43884.1,43261,43715.1,2655.503742,3031.0803678500115
1628452800,43715.1,44270,43541.05,43840.91,3178.497668,2960.1290854000117
1628456400,43840.91,44260.67,43758.23,44229.2,1313.660796,2896.0706808000114
1628460000,44229.2,44581,44152.91,44188.37,2002.959988,2900.406846050011
1628463600,44188.37,44444,43636.03,43794.37,2212.366889,2927.186705150011
1628467200,43794.36,43960.84,43050,43185.8,4131.980148,3055.7585594500115
1628470800,43185.8,43343.58,42779,43094.78,3272.584769,3074.7531011500114
1628474400,43094.78,43499.32,43045.41,43472.23,1269.670466,2815.7097665500114
1628478000,43472.23,43632.14,43273.4,43496.09,1170.675198,2712.9904280500114
1628481600,43496.09,43600,43234,43580.41,1991.740782,2673.2032264000113
1628485200,43580.41,43734.02,43372.91,43544.45,1208.520928,2607.291775900011
1628488800,43544.46,43651,43263.21,43474,1737.377372,2554.1884670500112
1628492400,43473.99,43845.39,43360.53,43800.74,1734.25151,2501.926887800011
1628496000,43800.74,43900,43600.92,43717.14,1940.535379,2447.369368300011
1628499600,43720,45011.63,43656.2,44855.11,5561.590748,2606.6697826000113
1628503200,44855.11,45700,44744.18,45646.63,6717.403177,2704.240556250011
1628506800,45646.63,46048.5,45474.37,45930.01,5031.825577,2790.6461933500113
1628510400,45930.01,46028.79,45544.18,45675.34,3200.091516,2775.448118950011
1628514000,45675.34,45904.28,45254.11,45396.01,3106.82624,2785.757942000011
1628517600,45396,46250,45373.5,45617.54,5672.630583,2955.5346738000108
1628521200,45617.53,46018,45611.8,45870.75,3078.195238,2976.669248600011
1628524800,45870.76,46143.11,45671.24,45889.96,2503.588069,2942.923768650011
1628528400,45889.96,46029.19,45767.25,45833.41,1432.89831,2948.885644350011
1628532000,45833.4,46454.15,45826.45,46193.99,3858.210241,3041.648157000011
1628535600,46193.99,46400,45814.52,45979.85,2602.098734,3061.134749250011
1628539200,45981.05,46401.97,45422,45459.36,4457.688556,3077.420169650011
1628542800,45459.35,46041.06,44900,45716.07,4861.384891,3156.860175750011
1628546400,45716.06,46317.29,45676,46243.85,2036.914572,3195.222381050011
1628550000,46243.85,46412.99,46050,46253.4,2009.201841,3237.148713200011
1628553600,46248.87,46700,45703.43,45966.4,4222.134355,3348.6683918500107
1628557200,45966.39,46099.13,45635.34,46007.02,1589.180794,3367.701385150011
1628560800,46008.66,46123.34,45824.2,46084.39,1326.115363,3347.138284700011
1628564400,46084.39,46111.87,45629.67,45708.76,1557.218013,3338.2866098500112
1628568000,45707.12,45850,45450.62,45459.59,1575.857303,3320.0527060500112
1628571600,45459.58,45777.16,45407.22,45560,1464.426374,3115.1944873500115
1628575200,45562.45,45706,45360,45553.98,1806.209739,2869.634815450011
1628578800,45553.98,46023.92,45300,45948,2044.472153,2720.2671442500114
1628582400,45948,46167.43,45700,46134.83,2041.498823,2662.337509600012
1628586000,46134.83,46171.42,45813.61,45970.47,1649.490118,2589.4707035000115
1628589600,45970.47,46030,45276.55,45346.37,3409.002264,2476.289287550012
1628593200,45346.37,45595.84,45192.79,45345.05,2824.841406,2463.621595950012
1628596800,45345.05,45946,45188.22,45914.35,2572.458119,2467.065098450012
1628600400,45914.35,46097.99,45333.33,45529.57,4670.912582,2628.965812050012
1628604000,45529.57,45666.66,45195.77,45355.07,2260.663909,2549.088495450012
1628607600,45355.07,45495.7,44856,45165.73,3332.672422,2585.6171798500122
1628611200,45161.75,45267.59,44589.46,44793.89,3757.930253,2550.6292647000123
1628614800,44793.9,45153.4,44781.48,45095.99,1672.005559,2391.160298100012
1628618400,45095.99,45375,45011.01,45300.95,1511.88812,2364.9089755000123
1628622000,45300.95,45565.18,45250,45495.73,1591.36065,2344.016915950012
1628625600,45495.73,45777.51,45369.99,45626.15,1922.089019,2229.014649150012
1628629200,45626.15,45906.54,45424.54,45679.98,1865.405331,2242.825876000012
1628632800,45679.97,45877.97,45406.71,45445.05,1428.455692,2247.9428924500126
1628636400,45445.04,45656.35,45233.9,45584.99,1718.35506,2255.9997448000126
1628640000,45585,45819.51,45378.41,45731.36,2112.329892,2282.823374250013
1628643600,45731.35,45914.14,45575.67,45776.38,1535.65448,2286.3847795500124
1628647200,45773.06,45996.77,45341.14,45448.01,1817.386451,2286.9436151500126
1628650800,45448,45650,45382.99,45585.66,942.228749,2231.8314449500126
1628654400,45585.66,45789.99,45434.85,45620.32,1023.532119,2180.9331097500126
1628658000,45620.32,45880.56,45545.13,45800,1268.931887,2161.9051982000124
1628661600,45800,46250,45799.99,46079.99,3202.679419,2151.589055950012
1628665200,46080,46433.67,46079.99,46349.25,3018.603895,2161.277180400012
1628668800,46349.26,46571.42,46000.12,46194.32,3023.695491,2183.839049000012
1628672400,46194.33,46298.64,46023.45,46108.58,1326.666669,2016.6267533500122
1628676000,46108.59,46381.85,45875.21,46042.05,2236.667666,2015.4269412000122
1628679600,46042.05,46249.97,45850,45924.08,1782.513037,1937.9189719500118
1628683200,45922.33,46136.35,45800,45980.33,1954.230518,1847.7339852000118
1628686800,45980.32,46500,45907.99,46268.63,2847.277215,1906.497568000012
1628690400,46268.63,46659.77,46142.26,46490.01,3856.940195,2023.750171750012
1628694000,46490,46743.47,46317.81,46456.02,3803.999131,2134.3820958000115
1628697600,46456.91,46576.52,46205.37,46347.78,2612.226458,2168.8889677500115
1628701200,46347.78,46605.84,46262.87,46522.11,1460.358096,2148.636606000012
1628704800,46522.14,46607.94,46270.01,46302.83,1506.755195,2152.5515811500113
1628708400,46302.83,46485.29,46212,46448,1467.879901,2140.0278232000114
1628712000,46448.01,46680,46307.2,46319.74,1912.22223,2130.0224401000114
1628715600,46319.73,46388.62,45900.12,46334.58,2631.846803,2184.832056250011
1628719200,46334.57,46347.66,45550,45756.69,3489.031292,2268.4142983000115
1628722800,45756.68,45914,45510.66,45511,1901.245188,2316.3651202500114
1628726400,45510.67,45880,45392.44,45761.74,2414.293795,2385.903204050011
1628730000,45761.73,46169.69,45638.53,46000,1912.288694,2418.0710444000115
1628733600,45999.99,46213.96,45915.29,46213.96,1325.395267,2324.2068368000114
1628737200,46214.02,46218.12,45901.61,45927,1068.201409,2226.6867125000113
1628740800,45927,46016.57,45522.44,45588.95,1791.253083,2165.0645921000114
1628744400,45588.95,45624.13,44833.4,45150.57,5416.185579,2369.5405376000117
1628748000,45150.57,45237.28,44850,45230.01,3194.087176000072,2417.4115131000153
1628751600,45230.01,45388,44999,45243.61,2181.981859000022,2437.384954200016
1628755200,45243.61,45391.06,45109.37,45230.5,1798.4896489999687,2429.5979107500148
1628758800,45230.49,45580,44844.72,45349.19,2783.281093999998,2426.3981047000148
1628762400,45349.19,45662.74,45317.51,45345,1477.967748000021,2307.449482350016
1628766000,45344.99,45435.34,44600,44752.56,3409.2109870001623,2287.7100751500243
1628769600,44752.56,44968.29,44255.99,44602.55,4041.9332439999985,2359.195414450024
1628773200,44602.54,44742.76,44444.32,44456.21,1867.7370109999904,2379.5643602000237
1628776800,44456.21,44522.63,43920,44137.17,4466.448312000246,2527.5490160500362
1628780400,44133,44339.99,44066,44196.19,1990.6359060000993,2553.686816300041
1628784000,44196.19,44349.49,43770,43999.41,3902.9346220002203,2653.222435900052
1628787600,43999.4,44279.38,43860.82,44120,1544.063364000016,2598.8332639500527
1628791200,44120,44512.2,44108.78,44423.82,1635.002021999991,2506.1318004500527
1628794800,44423.81,44482.72,44260,44371.32,1270.4995629999994,2474.594519200052
1628798400,44371.8,44549.99,44084,44474.97,1436.2886089999975,2425.694259900052
1628802000,44474.96,44538,44142,44242.13,1127.548194999994,2386.4572349500518
1628805600,44242.13,44295.38,43855.88,43954.59,1451.9400470000126,2392.7844739500524
1628809200,43954.42,44535.99,43948.38,44399,1753.3676769999668,2427.0427873500507
1628812800,44400.06,44675.69,44217.39,44493.69,2803.717913000148,2477.666028850058
1628816400,44493.69,44922,44455,44847.26,1980.126619000007,2305.8630808500584
1628834400,44847.27,45949.01,44847.27,45833.34,2391.2825009998987,2265.72284710005
1628838000,45833.35,46336,45833.34,46103.51,4690.915820000243,2391.169545150061
1628841600,46103.5,46323.62,45959.9,46161.01,3063.9266930001017,2454.4413973500677
1628845200,46161.01,46449.82,46132.39,46216.18,2987.87223699997,2464.670954500066
1628848800,46216.83,46474.34,46216.83,46293.25,1862.4986089998883,2483.897497550059
1628852400,46293.25,46537.15,46111,46138.47,2476.3492810000294,2437.2544122500526
1628856000,46138.46,46643,46128.18,46524.98,2080.600870000019,2339.1877935500534
1628859600,46524.97,46666,46406,46529.99,1712.3051649999625,2331.416201250052
1628863200,46529.99,46630,46243.36,46432.47,2144.3135809999985,2215.30946470004
1628866800,46438.37,46530.88,46150,46357.15,2251.5497539999633,2228.355157100033
1628870400,46357.15,46544.43,46222.31,46533,1388.8238469999765,2102.6496183500212
1628874000,46533,46622.21,46396.11,46490.81,1130.235802000011,2081.958240250021
1628877600,46490.8,46630,46301,46510.58,1563.4191349999955,2078.3790959000207
1628881200,46510.58,46532.03,46257,46459.86,1094.086833999993,2069.5584594500206
1628884800,46459.86,47886,46390,47588,7305.34713599986,2363.011385800014
1628888400,47584.63,47816.47,47502.68,47556.76,2084.472738999973,2410.857613000013
1628892000,47556.76,47660.4,47479.06,47549.87,1299.7809479999548,2403.24965805001
1628895600,47549.88,47835.73,47511.32,47800,1927.4934409999614,2411.95594625001
1628899200,47799.99,47834.12,47490.15,47631.85,2000.5295020000146,2371.7965257000033
1628902800,47631.86,47758.18,47551.35,47557.16,1452.4412889999978,2345.4122592000026
1628906400,47557.16,47639.14,47382,47540.79,1111.8000119999824,2281.4381347500066
1628910000,47542.07,47594.46,47417.85,47540,918.2617520000097,2092.805431349995
1628913600,47540,47676.86,47431.34,47456.66,1171.9784289999736,1998.208018149989
1628917200,47456.66,47576.39,47430,47524.06,1004.2802839999893,1899.0284204999898
1628920800,47524.06,47673.87,47494.35,47508.36,1038.0201449999913,1857.8044972999953
1628924400,47508.35,47722.98,47477,47616.12,1171.560200999988,1792.565043299993
1628928000,47616.12,47699.99,47510.25,47595.92,940.9441260000106,1735.5822060999926
1628931600,47595.92,48144,46704.6,46993.74,5016.802519000054,1900.8070737999974
1628935200,46993.73,47267.31,46108,46308.15,7898.994189000844,2188.5411042000396
1628938800,46308.15,46571.74,45971.03,46569.99,3330.0200690000956,2242.464619950046
1628942400,46570.54,46584.75,46250,46269.35,2374.342324999995,2291.7405438500473
1628946000,46266.38,46510.14,46100,46502,1663.8734699999613,2318.4224272500446
1628949600,46502.01,46950,46440,46900,2800.1757360000233,2380.2602573000463
1628953200,46899.99,46950,46539.94,46944.47,2118.643218999975,2431.488076550045
1628956800,46944.47,46985.19,46654.97,46857.88,1502.7986419999916,2141.360651850052
1628960400,46857.89,46870.7,46568.21,46775.87,960.7774919999814,2085.175889500052
1628964000,46775.88,46873.9,46668.2,46727.56,899.2417190000033,2065.1489280500546
1628967600,46725.2,47374.67,46652.03,47033.76,1705.3477069999724,2054.041641350055
1628971200,47033.77,47047.14,46331.28,46620.55,2022.0736399999994,2055.1188482500547
1628974800,46620.55,47068.43,46613.91,47017.45,883.7437129999813,2026.683969450054
1628978400,47017.45,47213.88,46827.25,46848.82,1197.2487669999864,2030.956407200054
1628982000,46848.82,47189.98,46830.62,47068.51,930.4600749999851,2031.5663233500527
1628985600,47068.5,47242.24,46907.28,47195.9,1285.9044579999875,2037.2626248000536
1628989200,47195.9,47372.27,47058.44,47137.8,1058.2001729999954,2039.9586192500542
1628992800,47137.8,47329.92,47120.12,47182.21,1023.6339809999905,2039.2393110500539
1628996400,47182.2,47269.51,46802,46874.81,1171.4035969999895,2039.2314808500541
1629000000,46877.72,46888,46450,46721.99,1442.3574510000194,2064.3021471000548
1629003600,46721.99,46880,46501,46622.09,1224.7937639999923,1874.7017093500515
1629007200,46617.7,46773.13,46280,46406.29,1516.3095449999782,1555.5674771500082
1629010800,46406.29,46461.97,45519,45742.92,4249.201020999832,1601.526524749995
1629014400,45738.34,45918.88,45555.55,45732.93,2481.7968729999584,1606.8992521499931
1629018000,45732.94,46167.26,45640,46027.35,1769.3199119999372,1612.1715742499919
1629021600,46027.34,46142.97,45800,45929.98,2006.1655299999554,1572.4710639499885
1629025200,45929.98,46120,45650.16,45923.57,1615.7150449999826,1547.3246552499888
1629028800,45923.57,46070,45700.44,45808,1372.5504869999827,1540.8122474999884
1629032400,45808,46070,45500,46050,1911.2459909999886,1588.3356724499886
1629036000,46049.99,46498.89,45759.91,45862.84,2612.7249080000356,1674.0098318999903
1629039600,45862.84,46199.5,45810.73,46167.9,1398.3994899999789,1658.6624210499908
1629043200,46173.49,46349.08,45859.66,45890.47,1428.2059559999827,1628.96903684999
1629046800,45890.46,46072.46,45649.82,45973.9,1801.952252999984,1674.87946384999
1629050400,45973.9,46299,45835.76,46281.82,2013.9927049999926,1715.7166607499905
1629054000,46281.82,46428.21,46070.52,46341.8,1405.6287119999663,1739.4750925999895
1629057600,46337.77,46735.63,46254.24,46676.3,1873.5544679999898,1768.8575930999893
1629061200,46676.31,46980,46450,46837.56,1452.2346690000043,1788.5593178999898
1629064800,46837.57,47255,46835,47210.67,2041.9684369999736,1839.476040699989
1629068400,47210.67,47299.15,46856.37,46973.82,1952.1065039999703,1878.5111860499878
1629072000,46973.82,47800,46741.44,47546.67,4252.715410000051,2019.0290839999893
1629075600,47546.68,47692.19,47464.72,47634.64,1512.4774329999861,2033.4132674499888
1629079200,47634.64,48002,47541,47993.82,3257.0572670000242,2120.450653549991
1629082800,47993.81,48053.83,47291.44,47357.62,2885.388206999975,2052.260012849998
1629086400,47357.62,47575,47351.32,47396.06,1827.464406,2019.5433895
1629090000,47396.07,47624.2,47385.9,47612,1800.9783440000056,2021.1263111000037
1629093600,47612.01,47719.3,47182.35,47344.74,1670.348088999986,2004.335439050005
1629097200,47344.73,47500,47289.08,47309.85,1124.0592829999878,1979.7526509500053
1629100800,47309.85,47420,47000,47131.01,1941.6276499999815,2008.2065091000052
1629104400,47131.01,47222.81,47031.98,47169.98,1398.920762999987,1982.590247700005
1629108000,47169.99,47534,47161.05,47421.57,1992.8241220000193,1951.5952084000044
1629111600,47421.58,47661.38,47370,47516.95,2022.241893999935,1982.787328600002
1629115200,47516.95,47709.12,47157.61,47304.68,2179.2483629999942,2020.3394489500024
1629118800,47304.68,47368.94,46318.98,46440.28,4581.434443000221,2159.3135584500146
1629122400,46440.27,46604.68,46080,46101.6,3358.1634090001735,2226.5220936500236
1629126000,46101.59,46465,45951.73,46344.03,2967.547803000014,2304.6180482000264
1629129600,46344.03,46582.89,46205.34,46438.2,1730.7031339999858,2297.475481500026
1629133200,46438.23,46541,46175.01,46473.51,1272.9100970000038,2288.5092529000262
1629136800,46473.51,46666,46365.25,46481.53,1435.509712999959,2258.1863167000256
1629140400,46481.52,46481.53,46067.51,46092.99,1368.940586999999,2229.0280208500267
1629144000,46092.98,46119.09,45660,46057.67,3822.5018310000646,2207.5173419000275
1629147600,46057.67,46246.11,45879.9,46049.97,1406.7246429999964,2202.229702400028
1629151200,46049.98,46337.62,45980.57,46121.11,1174.199871999966,2098.086832650025
1629154800,46121.1,46196.97,45716.87,45901.29,1492.863553999988,2028.4606000000258
1629158400,45901.3,46084.74,45239.45,45757.1,3549.6484900001687,2114.569804200034
1629162000,45757.1,46370,45715.02,46285.46,2071.622553999971,2128.1020147000327
1629165600,46285.45,46470.27,46143.9,46447.28,1609.6214789999856,2125.0656842000326
1629169200,46447.28,46620,46330.95,46417,1513.990251999969,2144.5622326500315
1629172800,46417,46600,46252.36,46376.43,1211.954799999994,2108.078590150032
1629176400,46376.44,46473.42,46020.04,46041.81,1382.4937139999706,2107.2572377000315
1629180000,46041.81,46118.45,45735,45755.66,1875.1396499999778,2101.373014100029
1629183600,45755.66,46010,45636.97,45947.49,1616.0849959999957,2081.0651692000324
1629187200,45947.49,46365.71,45885.01,46188,1959.9915890000163,2070.1023305000335
1629190800,46187.99,46882.22,46170,46843.53,2830.0025399999577,1982.5307353500204
1629194400,46843.52,46971.99,46586.97,46622.09,2683.8835960000647,1948.8167447000149
1629198000,46622.1,47160,46622.09,46849.43,2654.6836420001596,1933.173536650022
1629201600,46845.15,47082.6,46650,46655.24,2288.4344730000075,1961.060103600023
1629205200,46655.23,46799.99,46280,46373.51,2322.1933490000583,2013.5242662000255
1629208800,46373.51,46460,45868.23,45948.44,3127.4624700002296,2098.121904050039
1629212400,45948.45,46045.77,45659,45730,2455.1496500000385,2152.432357200041
1629216000,45730,46114.59,45532.33,45654.99,2373.0422420000887,2079.959377750042
1629219600,45654.98,45941.61,45543,45800.62,1608.0089119999707,2090.023591200041
1629223200,45800.62,46222.4,45636.22,45760.53,1848.435500999973,2123.7353726500414
1629226800,45760.54,45798.75,45287.55,45465.01,3598.0348600001857,2228.993937950051
1629230400,45465.01,45543.44,44537.03,44999.01,5621.615937000391,2332.5923103000623
1629234000,44999.01,45046.51,44675,44777.14,2274.6721620000144,2342.7447907000646
1629237600,44777.14,44974.32,44376,44927.48,3038.3800040000665,2414.1827169500684
1629241200,44927.48,44941.09,44558.13,44695.95,1521.8632239999768,2414.576365550069
1629244800,44695.95,45031.56,44459.49,44820,3085.3323140000552,2508.2452412500725
1629248400,44819.99,45135.4,44203.28,45119.99,3184.4458260000797,2598.342846850078
1629252000,45120,45135.18,44278.18,44940.01,4901.619853000294,2749.666857000094
1629255600,44940.01,45067.91,44608.7,45055.78,1513.3984589999613,2744.532530150092
1629259200,45055.78,45281.87,44861,45074.04,1739.8893999999707,2733.52742070009
1629262800,45074.03,45440,45007,45440,2105.8038649999785,2697.317486950091
1629266400,45439.99,45500,45222.01,45395.89,1532.329781000015,2639.739796200088
1629270000,45395.9,45436.57,44853.8,44951.32,1795.9086999999831,2596.8010491000796
1629273600,44951.31,45279.92,44859.55,45251.83,1473.5818699999706,2556.058418950078
1629277200,45251.82,45462.71,45122.01,45373.42,1727.6806459999693,2526.3327838000737
1629280800,45373.42,45560,45108.03,45180.35,1718.8124719999728,2455.900283900061
1629284400,45180.35,45421.02,44650,44746.59,2640.739965999988,2465.1797997000585
1629288000,44746.6,45103.44,44650.01,44995.7,2292.270193999961,2461.1411973000518
1629291600,44995.7,45400,44995.69,45250,1843.3600849999636,2472.9087559500517
1629295200,45250,45493.51,45144.27,45402.08,2073.8821129999906,2484.181086550053
1629298800,45402.08,45833,45185,45820,3292.044945000006,2468.881590800044
1629302400,45820,45969.99,45593.22,45878.42,2731.911179000073,2324.396352900028
1629306000,45878.42,45920,45730.09,45813.89,1923.476498999985,2306.8365697500262
1629309600,45813.9,46000,45350,45401.4,2599.216590000013,2284.8783990500237
1629313200,45401.4,45510.47,44772.65,44901.12,2772.1534670000433,2347.392911200027
1629316800,44901.11,44990.97,44500,44525.26,1994.976983999979,2292.8751447000227
1629320400,44525.27,44780.52,44401,44577.95,1835.8709299999773,2225.4463999000172
1629324000,44577.95,44907.4,44500,44862.13,1615.2313889999907,2061.126976700002
1629327600,44862.14,45192.89,44683.39,44705.29,1701.5217419999826,2070.5331408500033
1629331200,44699.37,45078.78,44480.58,45042.66,2341.39329400001,2100.6083355500054
1629334800,45042.66,45234.56,44863.16,44955.07,1644.4534189999863,2077.5408132500056
1629338400,44959.96,44959.96,44581.34,44590.84,1574.2356579999994,2079.6361071000047
1629342000,44590.83,44613.36,44044.65,44046.97,2989.911156000208,2139.3362299000155
1629345600,44046.97,44324.92,43927.7,44132.07,3029.52083700012,2217.133178250023
1629349200,44132.07,44493.38,44040.82,44403.35,1745.4766369999886,2218.022977800024
1629352800,44403.36,44522.37,44207.48,44380.61,1479.189581999984,2206.0418333000243
1629356400,44380.6,44660.9,44216,44660.01,2092.5319779999923,2178.6314339000246
1629360000,44660.01,45000,44338.67,44705.55,2706.154382999959,2199.325643350024
1629363600,44705.54,44866.14,44600.85,44756.8,1387.6018349999897,2176.5377308500256
1629367200,44756.79,44861.13,44350,44360.01,1626.617129999989,2154.1744817000254
1629370800,44360,44487.81,44175.47,44215.25,1786.1487459999826,2078.879671750024
1629374400,44215.24,44613.62,44123.65,44577.56,1661.8627379999832,2025.3772497000195
1629378000,44577.56,44998,44391.55,44982.88,2745.4790229999817,2066.477375900019
1629381600,44982.89,45480,44982.89,45448.27,3899.5281540000524,2131.492954100021
1629385200,45448.28,45800,45448.27,45779.58,2730.8728630000205,2129.42892390002
1629388800,45779.59,45951.33,45585,45603.2,2492.628689999996,2154.311509200021
1629392400,45603.19,45800,45405.86,45730.21,1818.9397099999703,2153.464948200021
1629396000,45730.22,46757.01,45674.46,46562.83,4745.474415000235,2309.977099500033
1629399600,46562.83,46751.14,46492.85,46710,2298.4931119999774,2339.8256680000327
1629403200,46710,46877.1,46433.88,46591.72,1872.1001640000027,2316.3610115000324
1629406800,46591.72,46710.11,46488.02,46606.99,1071.5958339999975,2287.7181322500332
1629410400,46607,46808.71,46340.12,46804.84,1421.3265079999867,2280.0726747500325
1629414000,46804.84,47033,46502.62,46760.62,2206.947425999985,2240.9244882500216
1629417600,46760.62,47390,46622.99,47140.45,3718.8996180000076,2275.393427300016
1629421200,47140.45,47305.01,46913.65,47193.51,1877.261923999976,2281.9826916500156
1629424800,47193.52,47309.92,47067.31,47151.65,1411.6107269999986,2278.6037489000164
1629428400,47151.65,47193.53,46947.21,47054.74,1530.9441419999805,2250.5243571000155
1629432000,47054.75,47215.3,46986.82,47114.99,1384.8546590000017,2184.459370900018
1629435600,47115,47200,46827,47163.29,1989.3473599999936,2214.546647150018
1629439200,47163.29,47246.39,47001.02,47172.03,1469.4504459999966,2206.6883129500184
1629442800,47172.04,47199.42,46700.24,46833.48,2250.3887460000024,2229.9003129500193
1629446400,46833.48,47004.99,46720,46916.8,2153.7301699999853,2254.4936845500197
1629450000,46916.8,47330,46894.4,47209.33,2467.595334999997,2240.5995001500205
1629453600,47209.33,47357.67,47134.82,47235,1504.0163470000086,2120.8239098000186
1629457200,47235.01,47235.01,46865.74,46922.34,1652.6286540000015,2066.911699350018
1629460800,46922.34,47197.97,46888.19,47164.32,1622.9096470000102,2023.4257472000183
1629464400,47164.31,47812,47107.12,47788.79,3651.1294259998413,2115.035233000012
1629468000,47788.79,48594.82,47643.77,48550.53,6565.314104000395,2206.0272174500196
1629471600,48550.52,48720.29,48206.36,48718.38,3850.88075199988,2283.646599450015
1629475200,48718.38,49096.34,48500,48758.07,5116.232253000393,2445.8532039000347
1629478800,48758.08,48872.55,48603.74,48675.01,1664.657713000026,2475.5062978500364
1629482400,48675,48747.93,48289.43,48458,2439.5013170000125,2526.4150383000374
1629486000,48458,48726.9,48421.3,48684.16,1285.8246950000082,2480.358901750039
1629489600,48684.16,48830.67,48598.01,48640.98,1245.4567670000115,2356.686759200039
1629493200,48640.98,49360.41,48612.42,49322.96,2204.378356999702,2373.042580850025
1629496800,49322.96,49382.99,48943.27,49209.69,2181.391774000005,2411.531633200025
1629500400,49209.69,49350,49004.12,49322.47,1611.8676049999797,2415.577806350025
1629504000,49322.47,49357.62,48713.5,48878.24,2471.8731639999437,2469.9287316000223
1629507600,48878.24,49069.45,48804.46,49035.66,1103.4242660000007,2425.6325769000227
1629511200,49035.65,49100,48813.41,48841.77,1051.0024610000046,2404.710177650023
1629514800,48841.77,48919.48,48670.1,48828.17,1361.6581300000098,2360.2736468500234
1629518400,48828.17,48829.48,48555,48625.67,1429.443705000006,2324.0593236000245
1629522000,48625.67,48976.12,48571.06,48836.76,1346.196969,2267.9894053000244
1629525600,48836.77,48839.01,48600,48674.74,1124.4701450000096,2249.0120952000243
1629529200,48674.73,48990,48618,48944.23,1537.134327999954,2243.237378900022
1629532800,48944.22,48960.85,48892.49,48937.4,184.38541799999948,2171.3111674500215